,title,paper_file,video_file,subtitle_file,video_url,data_imported,paper_link
40,AffectiveSpotlight: Facilitating the Communication of Affective Responses from Audience Members ...,3411764.3445235.pdf,40.mp4,40.srt,https://www.youtube.com/watch?v=Q7slR-dICYo,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445235
41,To Disclose or Not to Disclose: Examining the Privacy Decision-Making Processes of Older vs. ...,3411764.3445204.pdf,41.mp4,41.srt,https://www.youtube.com/watch?v=GNQuX8yjMJo,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445204
42,Provocations from #vanlife: Investigating Life and Work in a Community Extensively Using ...,3411764.3445393.pdf,42.mp4,42.srt,https://www.youtube.com/watch?v=cOnRDfP1cso,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445393
43,ASL Sea Battle: Gamifying Sign Language Data Collection,3411764.3445416.pdf,43.mp4,43.srt,https://www.youtube.com/watch?v=XIujPZRca7Q,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445416
44,Detecting and Defending Against Seizure-Inducing GIFs in Social Media,3411764.3445510.pdf,44.mp4,44.srt,https://www.youtube.com/watch?v=rD1p_2EHq3Y,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445510
45,Interpretable Program Synthesis,3411764.3445646.pdf,45.mp4,45.srt,https://www.youtube.com/watch?v=v5scz1bzQN8,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445646
46,Augmented Reality and Older Adults: A Comparison of Prompting Types,3411764.3445476.pdf,46.mp4,46.srt,https://www.youtube.com/watch?v=RKyUKlWnmg0,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445476
47,Domestic Robots and the Dream of Automation: Understanding Human Interaction and Intervention,3411764.3445629.pdf,47.mp4,47.srt,https://www.youtube.com/watch?v=QLj1ZxJDsSE,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445629
48,Increasing Electrical Muscle Stimulation_ Dexterity by means of Back of the Hand Actuation,3411764.3445761.pdf,48.mp4,48.srt,https://www.youtube.com/watch?v=koKGNzxlQ4E,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445761
49,Eliciting and Analysing Users' Envisioned Dialogues with Perfect Voice Assistants,3411764.3445536.pdf,49.mp4,49.srt,https://www.youtube.com/watch?v=emkrXdUcUag,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445536
50,Optimization-based User Support for Cinematographic Quadrotor Camera Target Framing,3411764.3445568.pdf,50.mp4,50.srt,https://www.youtube.com/watch?v=_9B-Smqc8wE,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445568
51,Understanding User Identification in Virtual Reality through Behavioral Biometrics and the ...,3411764.3445528.pdf,51.mp4,51.srt,https://www.youtube.com/watch?v=R41hPt0pga0,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445528
52,Large Scale Analysis of Multitasking Behavior During Remote Meetings,3411764.3445243.pdf,52.mp4,52.srt,https://www.youtube.com/watch?v=fTedGOcLL-c,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445243
53,How WEIRD is CHI?,3411764.3445488.pdf,53.mp4,53.srt,https://www.youtube.com/watch?v=Ev8IOaQz9wo,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445488
54,IGScript: An Interaction Grammar for Scientific Data Presentation,3411764.3445535.pdf,54.mp4,54.srt,https://www.youtube.com/watch?v=QTv-fNYVQsI,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445535
55,Spatial Labeling: Leveraging Spatial Layout for Improving Label Quality in Non-Expert Image ...,3411764.3445165.pdf,55.mp4,55.srt,https://www.youtube.com/watch?v=-3XSott1tno,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445165
56,AtaTouch: Robust Finger Pinch Detection for a VR Controller Using RF Return Loss,3411764.3445442.pdf,56.mp4,56.srt,https://www.youtube.com/watch?v=xsB1tJGKl6g,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445442
57,"Online Mingling: Supporting Ad Hoc, Private Conversations at Virtual Conferences",3411764.3445776.pdf,57.mp4,57.srt,https://www.youtube.com/watch?v=LyMgx2p0TF0,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445776
58,Accessibility of High-Fidelity Prototyping Tools,3411764.3445520.pdf,58.mp4,58.srt,https://www.youtube.com/watch?v=rJPGzIKPX90,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445520
59,Towards the Right Direction in BiDirectional User Interfaces,3411764.3445461.pdf,59.mp4,59.srt,https://www.youtube.com/watch?v=5j9UO4Frv6M,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445461
60,Leaving the Field: Designing a Socio-Material Toolkit for Teachers to Continue to Design ...,3411764.3445462.pdf,60.mp4,60.srt,https://www.youtube.com/watch?v=lJZe7FgahQI,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445462
61,"People May Punish, Not Blame, Robots",3411764.3445284.pdf,61.mp4,61.srt,https://www.youtube.com/watch?v=dWUC0hq2RWY,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445284
62,#StayHome #WithMe: How Do YouTubers Help With COVID-19 Loneliness?,3411764.3445397.pdf,62.mp4,62.srt,https://www.youtube.com/watch?v=CBLHNjdTf38,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445397
63,What Do We See in Them? Identifying Dimensions of Partner Models for Speech Interfaces Using a ...,3411764.3445206.pdf,63.mp4,63.srt,https://www.youtube.com/watch?v=Rg2a_8Hq5rs,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445206
64,Spacewalker: Rapid UI Design Exploration Using Lightweight Markup Enhancement and Crowd Genetic ...,3411764.3445326.pdf,64.mp4,64.srt,https://www.youtube.com/watch?v=1EuYXCepPo8,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445326
65,Mediating Intimacy with DearBoard: a Co-Customizable Keyboard for Everyday Messaging,3411764.3445757.pdf,65.mp4,65.srt,https://www.youtube.com/watch?v=hgPL86aaz5Y,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445757
66,What Are You Doing With Your Phone?: How Social Class Frames Parent-Teen Tensions around Teens ...,3411764.3445275.pdf,66.mp4,66.srt,https://www.youtube.com/watch?v=CSVPi7VMmm8,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445275
67,"Online Transgender Health Information Seeking: Facilitators, Barriers, and Future Directions",3411764.3445091.pdf,67.mp4,67.srt,https://www.youtube.com/watch?v=ARDVWSgjGKY,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445091
68,Nudge for Reflection: More than Just a Channel to Political Knowledge,3411764.3445274.pdf,68.mp4,68.srt,https://www.youtube.com/watch?v=RPmJihWWgik,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445274
69,What Players Want: Information Needs of Players on Post-GameVisualizations,3411764.3445174.pdf,69.mp4,69.srt,https://www.youtube.com/watch?v=Ml3hBlv2PtM,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445174
70,Problem-Solving Efficiency and Cognitive Load for Adaptive Parsons Problems vs. Writing the ...,3411764.3445292.pdf,70.mp4,70.srt,https://www.youtube.com/watch?v=XSSvS1vJDdI,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445292
71,Exploring Augmented Visual Alterations in Interpersonal Communication,3411764.3445597.pdf,71.mp4,71.srt,https://www.youtube.com/watch?v=Mhlem-U439Q,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445597
72,It's About Missing Much More Than the People: How Students use Digital Technologies to ...,3411764.3445362.pdf,72.mp4,72.srt,https://www.youtube.com/watch?v=W_KL9xzUSAs,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445362
73,When the Social Becomes Non-Human: A Study of Young People_ Perception of Social Support in ...,3411764.3445318.pdf,73.mp4,73.srt,https://www.youtube.com/watch?v=fDSIogTzj1w,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445318
74,Explainable Automatic Evaluation of the Trail Making Test for Dementia Screening,3411764.3445046.pdf,74.mp4,74.srt,https://www.youtube.com/watch?v=_NzNRY_oMEE,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445046
75,KiTT - The Kinaesthetics Transfer Teacher: Design and Evaluation of a Tablet-based System to ...,3411764.3445496.pdf,75.mp4,75.srt,https://www.youtube.com/watch?v=2PaeOK5hwHQ,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445496
76,Health Data in Fertility Care: An Ecological Perspective,3411764.3445189.pdf,76.mp4,76.srt,https://www.youtube.com/watch?v=mNW_i_vZJe8,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445189
77,Understanding the Security and Privacy Advice Given to Black Lives Matter Protesters,3411764.3445061.pdf,77.mp4,77.srt,https://www.youtube.com/watch?v=KnISF4GkZmk,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445061
78,Little Road Driving HUD: Heads-Up Display Complexity Influences Drivers Perceptions of ...,3411764.3445575.pdf,78.mp4,78.srt,https://www.youtube.com/watch?v=R1K3ftXhZFs,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445575
79,Should Robots Blush?,3411764.3445561.pdf,79.mp4,79.srt,https://www.youtube.com/watch?v=rprv2kJvbLs,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445561
80,Effective Interfaces for Student-Driven Revision Sessions for Argumentative Writing,3411764.3445683.pdf,80.mp4,80.srt,https://www.youtube.com/watch?v=ZdeDn0Xm2xE,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445683
81,"Spreadsheet Comprehension: Guesswork, Giving up and Going back to the Author",3411764.3445634.pdf,81.mp4,81.srt,https://www.youtube.com/watch?v=qPxGhm-Xr4w,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445634
82,Lower is Better? The Effects of Local Latencies on Competitive First-Person Shooter Game Players,3411764.3445245.pdf,82.mp4,82.srt,https://www.youtube.com/watch?v=JWcH8uRRf6k,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445245
83,Improving Viewing Experiences of First-Person Shooter Gameplays with Automatically-Generated ...,3411764.3445358.pdf,83.mp4,83.srt,https://www.youtube.com/watch?v=LOTX7vMjJTg,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445358
84,UMLAUT: Debugging Deep Learning Programs using Program Structure and Model Behavior,3411764.3445538.pdf,84.mp4,84.srt,https://www.youtube.com/watch?v=K1ZujYpLhhw,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445538
85,Haptic and Visual Comprehension of a 2D Graph Layout Through Physicalisation,3411764.3445704.pdf,85.mp4,85.srt,https://www.youtube.com/watch?v=qXjeWKDQX6E,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445704
86,Circumspect Users: Older Adults as Critical Adopters and Resistors of Technology,3411764.3445128.pdf,86.mp4,86.srt,https://www.youtube.com/watch?v=Cg3blG6ofi4,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445128
87,BackTrack: 2D Back-of-device Interaction Through Front Touchscreen,3411764.3445374.pdf,87.mp4,87.srt,https://www.youtube.com/watch?v=jPpxvu-1AMI,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445374
88,Investigating the Homogenization of Web Design: A Mixed-Methods Approach,3411764.3445156.pdf,88.mp4,88.srt,https://www.youtube.com/watch?v=QREOEwvCoZ0,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445156
89,The Landscape and Gaps in Open Source Fairness Toolkits,3411764.3445261.pdf,89.mp4,89.srt,https://www.youtube.com/watch?v=0poelmDzPpg,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445261
90,Data-Centric Explanations: Explaining Training Data of Machine Learning Systems to Promote ...,3411764.3445736.pdf,90.mp4,90.srt,https://www.youtube.com/watch?v=pURSOBUP0KY,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445736
91,A User-Oriented Approach to Space-Adaptive Augmentation: The Effects of Spatial Affordance on ...,3411764.3445675.pdf,91.mp4,91.srt,https://www.youtube.com/watch?v=1oJfnP_9pR0,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445675
92,Leveraging Text-Chart Links to Support Authoring of Data-Driven Articles with VizFlow,3411764.3445354.pdf,92.mp4,92.srt,https://www.youtube.com/watch?v=qCb3aw7pQXo,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445354
93,Styling Words: A Simple and Natural Way to Increase Variability in Training Data Collection for ...,3411764.3445457.pdf,93.mp4,93.srt,https://www.youtube.com/watch?v=1de7zxBseps,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445457
94,I...Got my Nose-Print. But it Wasn't Accurate: How People with Upper Extremity Impairment ...,3411764.3445070.pdf,94.mp4,94.srt,https://www.youtube.com/watch?v=AqAUvg-T83w,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445070
95,Manipulating and Measuring Model Interpretability,3411764.3445315.pdf,95.mp4,95.srt,https://www.youtube.com/watch?v=OCYTLkQOV2E,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445315
96,That courage to encourage: Participation and Aspirations in Chat-based Peer Support for Youth ...,3411764.3445313.pdf,96.mp4,96.srt,https://www.youtube.com/watch?v=Ojpl9Hz7zn4,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445313
97,Comparing Generic and Community-Situated Crowdsourcing for Data Validation in the Context of ...,3411764.3445399.pdf,97.mp4,97.srt,https://www.youtube.com/watch?v=_j4EEmY_HBY,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445399
98,Empowering Resignation: There's an App for That,3411764.3445293.pdf,98.mp4,98.srt,https://www.youtube.com/watch?v=UuHHscXx1U8,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445293
99,CHI Against Bullying,3411764.3445282.pdf,99.mp4,99.srt,https://www.youtube.com/watch?v=v6H3SBiC4Fs,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445282
100,Sticky Goals: Understanding Goal Commitments for Behavioral Changes in the Wild,3411764.3445295.pdf,100.mp4,100.srt,https://www.youtube.com/watch?v=mSCXgOceCpA,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445295
101,BackSwipe: Back-of-device Word-Gesture Interaction on Smartphones,3411764.3445081.pdf,101.mp4,101.srt,https://www.youtube.com/watch?v=oQQP5n7mu-U,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445081
102,LociMotion: Towards Learning a Strong Authentication Secret in a Single Session,3411764.3445105.pdf,102.mp4,102.srt,https://www.youtube.com/watch?v=U5C3XPQ1frg,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445105
103,Beyond Show of Hands: Engaging Viewers via Expressive and Scalable Visual Communication in Live ...,3411764.3445419.pdf,103.mp4,103.srt,https://www.youtube.com/watch?v=KNOKBl1rX7c,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445419
104,CoNotate: Suggesting Queries Based on Notes Promotes Knowledge Discovery,3411764.3445618.pdf,104.mp4,104.srt,https://www.youtube.com/watch?v=wepHIba5jsc,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445618
105,What do Teens Make of Personal Informatics? Young People's Responses to Self-Tracking Practices ...,3411764.3445239.pdf,105.mp4,105.srt,https://www.youtube.com/watch?v=XEHnDB1UvMo,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445239
106,"Tea, Earl Grey, Hot: Designing Speech Interactions from the Imagined Ideal of Star Trek",3411764.3445640.pdf,106.mp4,106.srt,https://www.youtube.com/watch?v=DjGvY9Cigww,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445640
107,Evaluating an App to Promote a Better Visit Through Shared Activities for People Living with ...,3411764.3445764.pdf,107.mp4,107.srt,https://www.youtube.com/watch?v=XnLjU5nJxlc,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445764
108,Overlooking context: How do Defaults and Framing Reduce Deliberation in Smart Home Privacy ...,3411764.3445672.pdf,108.mp4,108.srt,https://www.youtube.com/watch?v=q_w2XlPaDLM,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445672
109,Modeling and Leveraging Analytic Focus During Exploratory Visual Analysis,3411764.3445674.pdf,109.mp4,109.srt,https://www.youtube.com/watch?v=kTEtWzRkHs0,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445674
110,Chasing Play on TikTok from Populations with Disabilities to Inspire Playful and Inclusive ...,3411764.3445303.pdf,110.mp4,110.srt,https://www.youtube.com/watch?v=DdF52VYop8w,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445303
111,Interaction Pace and User Preferences,3411764.3445772.pdf,111.mp4,111.srt,https://www.youtube.com/watch?v=00zPq_MKTpM,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445772
112,Firefox Voice: An Open and Extensible Voice Assistant Built Upon the Web,3411764.3445409.pdf,112.mp4,112.srt,https://www.youtube.com/watch?v=U6e758x2FV8,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445409
113,Constructing Embodied Algebra by Sketching,3411764.3445460.pdf,113.mp4,113.srt,https://www.youtube.com/watch?v=6T6odSw2wHs,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445460
114,"FlexTruss: A Computational Threading Method for Multi-material, Multi-form and Multi-use Prototyping",3411764.3445311.pdf,114.mp4,114.srt,https://www.youtube.com/watch?v=tG-3kM0DYQA,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445311
115,"Unmaking: Enabling and Celebrating the Creative Material of Failure, Destruction, Decay, and ...",3411764.3445529.pdf,115.mp4,115.srt,https://www.youtube.com/watch?v=9qTWJCaF5RM,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445529
116,RobotAR: An Augmented Reality Compatible Teleconsulting Robotics Toolkit for Augmented ...,3411764.3445726.pdf,116.mp4,116.srt,https://www.youtube.com/watch?v=0jbZ4gf7NzI,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445726
117,Cody: An AI-Based System to Semi-Automate Coding for Qualitative Research,3411764.3445591.pdf,117.mp4,117.srt,https://www.youtube.com/watch?v=9Yr__2aYb0c,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445591
118,Shing: A Conversational Agent to Alert Customers of Suspected Online-payment Fraud with ...,3411764.3445129.pdf,118.mp4,118.srt,https://www.youtube.com/watch?v=wiMYj0iXCmY,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445129
119,Towards Mutual Theory of Mind in Human-AI Interaction: How Language Reflects What Students ...,3411764.3445645.pdf,119.mp4,119.srt,https://www.youtube.com/watch?v=Kv9WibAk3zk,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445645
120,Fits and Starts: Enterprise Use of AutoML and the Role of Humans in the Loop,3411764.3445775.pdf,120.mp4,120.srt,https://www.youtube.com/watch?v=1ftEYAMGVVY,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445775
121,Can Anthropographics Promote Prosociality? A Review and Large-Sample Study,3411764.3445637.pdf,121.mp4,121.srt,https://www.youtube.com/watch?v=ragNhZnWXSQ,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445637
122,The Public Life of Data: Investigating Reactions to Visualizations on Reddit,3411764.3445720.pdf,122.mp4,122.srt,https://www.youtube.com/watch?v=kr7ntnsCLIc,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445720
123,The Development and Validation of the Technology-Supported Reflection Inventory,3411764.3445673.pdf,123.mp4,123.srt,https://www.youtube.com/watch?v=ll4Llwie4Is,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445673
124,How the Design of YouTube Influences User Sense of Agency,3411764.3445467.pdf,124.mp4,124.srt,https://www.youtube.com/watch?v=3blV3Jy_Uow,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445467
125,Data Agents:  Promoting Reflection through Meaningful Representations of Personal Data in ...,3411764.3445112.pdf,125.mp4,125.srt,https://www.youtube.com/watch?v=UYEaFe-js0k,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445112
126,Exploring a Feedback-Oriented Design Process Through Curved Folding,3411764.3445639.pdf,126.mp4,126.srt,https://www.youtube.com/watch?v=ID9n2EUocec,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445639
127,"What Makes a Dark Pattern... Dark? Design Attributes, Normative Considerations, and Measurement ...",3411764.3445610.pdf,127.mp4,127.srt,https://www.youtube.com/watch?v=vM3FJqno61A,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445610
128,Limited control over the body as intriguing play design resource,3411764.3445744.pdf,128.mp4,128.srt,https://www.youtube.com/watch?v=KCnPPuS4kjA,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445744
129,Exploring the Design Space of Immersive Social Fitness Games: The ImSoFit Games Model,3411764.3445592.pdf,129.mp4,129.srt,https://www.youtube.com/watch?v=XweWc2mh7GE,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445592
130,Towards the Next Generation of Gaming Wearables,3411764.3445785.pdf,130.mp4,130.srt,https://www.youtube.com/watch?v=4FPN4Vekgk8,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445785
131,Restraints as a Mechanic for Bodily Play,3411764.3445622.pdf,131.mp4,131.srt,https://www.youtube.com/watch?v=VBvmCAHM5Ng,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445622
132,Streaming VR Games to the Broad Audience: A Comparison of the First-Person and Third-Person ...,3411764.3445515.pdf,132.mp4,132.srt,https://www.youtube.com/watch?v=LY44F7oQI8g,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445515
133,How should AI Systems Talk to users when Collecting their Personal Information? Effects of Role ...,3411764.3445415.pdf,133.mp4,133.srt,https://www.youtube.com/watch?v=GVrlv5jbYes,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445415
134,Calibrating Pedestrians' Trust in Automated Vehicles: Does an Intent Display in an External HMI ...,3411764.3445738.pdf,134.mp4,134.srt,https://www.youtube.com/watch?v=tGP50wa3EQg,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445738
135,PinpointFly: An Egocentric Position-control Drone Interface using Mobile AR,3411764.3445110.pdf,135.mp4,135.srt,https://www.youtube.com/watch?v=A1yZ2PVTtTM,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445110
136,Learning from Healthcare Providers' Strategies: Designing Technology to Support Effective Child ...,3411764.3445120.pdf,136.mp4,136.srt,https://www.youtube.com/watch?v=kFa7gTKVUM4,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445120
137,Taking an (Embodied) Cue From Community Health: Designing Dementia Caregiver Support Technology ...,3411764.3445559.pdf,137.mp4,137.srt,https://www.youtube.com/watch?v=2V0m4sLbiHQ,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445559
138,Touch without Touching: Overcoming Social Distancing in Semi-Intimate Relationships with SansTouch,3411764.3445612.pdf,138.mp4,138.srt,https://www.youtube.com/watch?v=5-V-W5QOz4s,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445612
139,"Scraps: Enabling Mobile Capture, Contextualization, and Use of Document Resources",3411764.3445185.pdf,139.mp4,139.srt,https://www.youtube.com/watch?v=xPWw_b5VuGg,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445185
140,Distress Disclosure across Social Media Platforms during the COVID-19 Pandemic: Untangling the ...,3411764.3445134.pdf,140.mp4,140.srt,https://www.youtube.com/watch?v=QfaKJCJ88kI,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445134
141,IM Receptivity and Presentation-type Preferences among Users of a Mobile App with Automated ...,3411764.3445209.pdf,141.mp4,141.srt,https://www.youtube.com/watch?v=5BISZQMDSeA,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445209
142,_ Got Some Free Time: Investigating Task-execution and Task-effort Metrics in Mobile ...,3411764.3445477.pdf,142.mp4,142.srt,https://www.youtube.com/watch?v=O-y07DUBg0M,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445477
143,Facilitating Text Entry on Smartphones with QWERTY Keyboard for Users with Parkinson_ Disease,3411764.3445352.pdf,143.mp4,143.srt,https://www.youtube.com/watch?v=ybO8s9XOcOk,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445352
144,Elbow-Anchored Interaction: Designing Restful Mid-Air Input,3411764.3445546.pdf,144.mp4,144.srt,https://www.youtube.com/watch?v=syJC5qg3SZY,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445546
145,SonicHoop: Using Interactive Sonification to Support Aerial Hoop Practices,3411764.3445539.pdf,145.mp4,145.srt,https://www.youtube.com/watch?v=rJlH-zvBytA,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445539
146,HoloBar: Rapid Command Execution for Head-Worn AR Exploiting Around the Field-of-View Interaction,3411764.3445255.pdf,146.mp4,146.srt,https://www.youtube.com/watch?v=B9cFhQsYG3s,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445255
147,ThroughHand: 2D Tactile Interaction to Simultaneously Recognize and Touch Multiple Objects,3411764.3445530.pdf,147.mp4,147.srt,https://www.youtube.com/watch?v=CeuWUhB6kFA,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445530
148,Community Based Robot Design for Classrooms with Mixed Visual Abilities Children,3411764.3445135.pdf,148.mp4,148.srt,https://www.youtube.com/watch?v=rYux-mVThKA,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445135
149,Examining Visual Semantic Understanding in Blind and Low-Vision Technology Users,3411764.3445040.pdf,149.mp4,149.srt,https://www.youtube.com/watch?v=cNYrKnTNIj4,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445040
150,Dynamic Field of View Restriction in 360º Video: Aligning Optical Flow and Visual SLAM to ...,3411764.3445499.pdf,150.mp4,150.srt,https://www.youtube.com/watch?v=jeiq3dUQvUM,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445499
151,RepliCueAuth: Validating the Use of a Lab-Based Virtual Reality Setup for Evaluating ...,3411764.3445478.pdf,151.mp4,151.srt,https://www.youtube.com/watch?v=3b6_9N-4iFI,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445478
152,Data Engagement Reconsidered: A Study of Automatic Stress TrackingTechnology in Use,3411764.3445763.pdf,152.mp4,152.srt,https://www.youtube.com/watch?v=CYclaCYRnkc,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445763
153,Coping with Digital Wellbeing in a Multi-Device World,3411764.3445076.pdf,153.mp4,153.srt,https://www.youtube.com/watch?v=s3VEgVAUtQs,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445076
154,Assessing Social Anxiety Through Digital Biomarkers Embedded in a Gaming Task,3411764.3445238.pdf,154.mp4,154.srt,https://www.youtube.com/watch?v=wapkJbaKYP0,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445238
155,Living Memory Home: Understanding Continuing Bond in the Digital Age through Backstage Grieving,3411764.3445336.pdf,155.mp4,155.srt,https://www.youtube.com/watch?v=_8LpMNGItk8,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445336
156,Designing for Emotional Well-being: Integrating Persuasion and Customization into Mental Health ...,3411764.3445771.pdf,156.mp4,156.srt,https://www.youtube.com/watch?v=qBT-3A-zV4o,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445771
157,Personalised Recommendations in Mental Health Apps: The Impact of Autonomy and Data Sharing,3411764.3445523.pdf,157.mp4,157.srt,https://www.youtube.com/watch?v=EAWaX6o6F9s,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445523
158,Can I Not Be Suicidal on a Sunday?: Understanding Technology-Mediated Pathways to Mental ...,3411764.3445410.pdf,158.mp4,158.srt,https://www.youtube.com/watch?v=UdlogIWBs0U,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445410
159,"A Review on Strategies for Data Collection, Reflection, and Communication in Eating Disorder Apps",3411764.3445670.pdf,159.mp4,159.srt,https://www.youtube.com/watch?v=hELd1A_XRTI,N,https://dl.acm.org/doi/pdf/10.1145/3411764.3445670
